15,5.5,75800.0,16.5,6.0,105.0,2498.0,Jaipur,Diesel,Manual,Second
18,21.43,13648.0,17.1,5.0,174.33,1968.0,Kochi,Diesel,Automatic,First
17,4.25,52000.0,22.0,5.0,74.0,1248.0,Delhi,Diesel,Manual,First
17,3.3,53000.0,17.0,5.0,75.0,1248.0,Kolkata,Diesel,Manual,First
16,3.85,65650.0,28.0,5.0,74.0,1248.0,Delhi,Diesel,Manual,First
18,3.6,54000.0,18.0,5.0,82.0,1197.0,Chennai,Petrol,Manual,Third
18,3.99,39000.0,15.0,5.0,103.2,1598.0,Kolkata,Petrol,Manual,First
20,3.3,16542.0,25.1,5.0,53.3,799.0,Kochi,Petrol,Manual,First
13,2.07,32000.0,20.3,5.0,78.9,1197.0,Kolkata,Petrol,Manual,First
13,7.75,121812.0,13.2,5.0,147.6,1995.0,Hyderabad,Diesel,Automatic,First
13,2.25,39300.0,18.0,5.0,67.1,998.0,Hyderabad,Petrol,Manual,First
20,16.5,22000.0,13.6,8.0,147.8,2393.0,Mumbai,Diesel,Manual,First
13,2.75,72000.0,20.0,5.0,68.0,1399.0,Bangalore,Diesel,Manual,First
18,26.7,58000.0,11.7,5.0,186.0,1796.0,Delhi,Petrol,Automatic,First
14,10.0,65000.0,15.0,5.0,170.0,2148.0,Pune,Diesel,Manual,Second
19,2.5,178000.0,25.0,5.0,69.0,1396.0,Chennai,Diesel,Manual,First
15,13.5,65664.0,16.5,5.0,140.0,1968.0,Jaipur,Diesel,Automatic,First
10,1.85,63000.0,16.0,5.0,78.0,1497.0,Mumbai,Petrol,Automatic,Second
22,35.67,15369.0,0.0,5.0,194.0,1950.0,Coimbatore,Diesel,Automatic,First
19,8.15,63000.0,24.5,7.0,88.5,1248.0,Pune,Diesel,Manual,First
21,10.5,13000.0,22.0,5.0,88.7,1396.0,Mumbai,Diesel,Manual,First
11,14.5,73000.0,8.0,5.0,500.0,4806.0,Mumbai,Petrol,Automatic,First
18,9.65,55729.0,15.0,7.0,140.0,2179.0,Mumbai,Diesel,Manual,First
15,3.48,45178.0,16.9,5.0,78.9,1197.0,Kochi,Petrol,Automatic,First
18,6.92,56066.0,19.6,5.0,108.5,1461.0,Kochi,Diesel,Manual,First
19,6.46,37300.0,16.0,5.0,86.8,1198.0,Coimbatore,Petrol,Automatic,Second
17,29.5,56000.0,18.5,5.0,187.74,1968.0,Delhi,Diesel,Automatic,Second
9,4.5,230000.0,12.0,8.0,132.0,1998.0,Chennai,Petrol,Manual,Third
15,11.75,104000.0,12.0,7.0,102.0,2494.0,Hyderabad,Diesel,Manual,First
15,3.75,95100.0,22.0,5.0,74.0,1248.0,Jaipur,Diesel,Manual,First
20,4.5,70000.0,17.5,5.0,88.7,1193.0,Pune,Petrol,Manual,First
19,4.82,54944.0,18.0,5.0,86.7,1198.0,Kochi,Petrol,Manual,First
15,2.8,70337.0,20.0,5.0,68.0,1399.0,Hyderabad,Diesel,Manual,First
16,3.11,99638.0,23.0,5.0,73.94,1248.0,Jaipur,Diesel,Manual,First
12,3.25,52000.0,17.0,5.0,117.3,1497.0,Delhi,Petrol,Manual,First
14,13.9,75000.0,16.7,5.0,218.0,1995.0,Delhi,Diesel,Automatic,Second
12,2.25,95980.0,20.3,5.0,78.9,1197.0,Pune,Petrol,Manual,First
19,5.75,16000.0,18.0,5.0,82.0,1197.0,Bangalore,Petrol,Manual,First
19,5.0,18949.0,17.0,5.0,86.7,1198.0,Mumbai,Petrol,Manual,First
17,16.5,107000.0,13.0,7.0,168.5,2982.0,Delhi,Diesel,Manual,First
21,39.58,48367.0,17.6,5.0,174.33,1968.0,Coimbatore,Diesel,Automatic,First
16,5.5,57000.0,22.0,5.0,89.84,1498.0,Delhi,Diesel,Manual,First
17,8.1,58000.0,15.0,7.0,140.0,2179.0,Delhi,Diesel,Manual,First
18,3.5,30000.0,25.0,5.0,98.6,1498.0,Kolkata,Diesel,Manual,First
16,2.79,34212.0,22.0,5.0,73.9,1199.0,Kolkata,Diesel,Manual,First
13,3.45,70002.0,16.0,5.0,110.0,1493.0,Ahmedabad,Diesel,Manual,First
19,4.45,62000.0,18.0,5.0,67.1,998.0,Bangalore,Petrol,Manual,First
13,2.65,62001.0,15.2,5.0,103.5,1598.0,Delhi,Petrol,Manual,First
14,3.8,78958.0,23.0,5.0,90.0,1396.0,Pune,Diesel,Manual,Second
17,4.65,30180.0,18.0,5.0,82.85,1197.0,Mumbai,Petrol,Manual,First
20,3.95,32851.0,19.8,7.0,67.0,1198.0,Pune,Petrol,Manual,First
13,9.8,30000.0,14.9,5.0,241.4,2967.0,Kolkata,Diesel,Automatic,First
12,2.7,66000.0,17.0,5.0,80.0,1197.0,Pune,Petrol,Manual,Second
13,2.41,93850.0,14.0,5.0,35.0,796.0,Coimbatore,Petrol,Manual,First
17,3.9,53000.0,17.7,5.0,78.9,1197.0,Ahmedabad,Petrol,Manual,First
14,24.0,78000.0,14.7,5.0,270.9,2993.0,Hyderabad,Diesel,Automatic,Second
15,5.75,65000.0,16.0,7.0,140.0,2179.0,Delhi,Diesel,Manual,Second
17,5.25,40000.0,22.3,5.0,126.32,1582.0,Kolkata,Diesel,Automatic,First
20,19.25,30000.0,11.3,7.0,171.5,2755.0,Mumbai,Diesel,Automatic,First
20,3.91,38053.0,15.0,5.0,73.0,1196.0,Coimbatore,Petrol,Manual,First
17,2.15,25500.0,25.0,4.0,37.5,624.0,Bangalore,Petrol,Manual,First
18,20.75,56087.0,22.6,5.0,190.0,1995.0,Mumbai,Diesel,Automatic,First
13,3.35,71088.0,13.0,5.0,130.0,1799.0,Delhi,Petrol,Manual,First
17,11.11,55000.0,12.9,7.0,100.6,2494.0,Ahmedabad,Diesel,Manual,First
17,20.0,32700.0,23.0,5.0,150.0,1984.0,Bangalore,Diesel,Automatic,First
19,6.55,39882.0,19.1,5.0,75.94,1198.0,Coimbatore,Petrol,Automatic,First
12,7.0,128000.0,10.0,5.0,215.0,2497.0,Mumbai,Petrol,Automatic,First
19,7.5,55000.0,24.0,5.0,88.5,1248.0,Mumbai,Diesel,Manual,First
17,16.75,53753.0,15.0,5.0,107.3,2143.0,Pune,Diesel,Automatic,Second
21,10.95,10250.0,22.0,5.0,126.2,1582.0,Kolkata,Diesel,Manual,First
14,2.45,43874.0,18.0,5.0,67.1,998.0,Pune,Petrol,Manual,First
20,3.23,32684.0,21.0,4.0,37.48,624.0,Coimbatore,Petrol,Automatic,First
17,7.75,42000.0,12.0,8.0,120.0,2179.0,Kolkata,Diesel,Manual,First
12,9.35,28352.0,11.0,5.0,178.0,1796.0,Kolkata,Petrol,Automatic,First
16,3.25,89900.0,26.6,5.0,58.16,998.0,Pune,CNG,Manual,First
10,5.25,47700.0,10.0,5.0,152.0,2354.0,Bangalore,Petrol,Manual,Second
18,7.25,55000.0,21.2,5.0,103.2,1498.0,Pune,Diesel,Automatic,First
20,7.47,44285.0,20.7,5.0,91.1,1373.0,Kochi,Petrol,Manual,First
19,13.25,54000.0,16.0,7.0,140.0,2179.0,Jaipur,Diesel,Automatic,First
19,5.81,30232.0,21.0,5.0,85.8,1197.0,Coimbatore,Petrol,Manual,First
17,2.6,88500.0,24.0,5.0,67.1,998.0,Hyderabad,Petrol,Manual,First
20,54.0,13372.0,19.0,2.0,362.07,2996.0,Kolkata,Petrol,Automatic,First
22,11.5,12645.0,17.0,5.0,121.3,1591.0,Kochi,Petrol,Automatic,First
13,1.6,94385.0,19.0,5.0,46.3,796.0,Chennai,Petrol,Manual,Second
18,17.22,31821.0,20.5,5.0,143.0,1995.0,Coimbatore,Diesel,Automatic,First
18,6.0,12000.0,19.0,5.0,88.7,1199.0,Mumbai,Petrol,Automatic,First
15,3.95,88578.0,13.0,5.0,130.0,1799.0,Delhi,Petrol,Manual,First
17,17.95,44965.0,19.2,5.0,170.0,2143.0,Kochi,Diesel,Automatic,First
17,3.7,45044.0,25.0,5.0,98.6,1498.0,Kolkata,Diesel,Manual,First
19,5.43,34204.0,22.0,5.0,81.8,1197.0,Kochi,Petrol,Manual,First
15,13.49,91235.0,11.0,7.0,171.0,2982.0,Coimbatore,Diesel,Manual,First
17,2.85,38800.0,18.0,5.0,76.8,1199.0,Pune,Petrol,Manual,First
16,4.75,83000.0,21.1,5.0,103.52,1498.0,Chennai,Diesel,Manual,First
21,9.9,41283.0,20.7,5.0,91.1,1373.0,Kochi,Petrol,Manual,First
16,37.0,23000.0,11.0,4.0,444.0,2894.0,Mumbai,Petrol,Automatic,First
17,26.5,48000.0,21.7,5.0,190.0,1995.0,Mumbai,Diesel,Automatic,First
18,23.32,48214.0,17.1,5.0,174.33,1968.0,Coimbatore,Diesel,Automatic,First
19,6.25,35000.0,22.0,5.0,74.0,1248.0,Chennai,Diesel,Manual,First
13,30.0,35277.0,7.8,5.0,362.9,5461.0,Kolkata,Petrol,Automatic,First
19,9.86,54620.0,21.6,5.0,103.52,1498.0,Coimbatore,Diesel,Automatic,First
15,8.5,136997.0,17.0,5.0,138.1,1968.0,Pune,Diesel,Automatic,First
22,4.23,14322.0,21.0,5.0,55.2,814.0,Kochi,Petrol,Manual,First
15,3.5,65634.0,22.0,5.0,73.9,1199.0,Jaipur,Diesel,Manual,First
19,2.5,6000.0,20.6,5.0,67.06,1198.0,Kolkata,Petrol,Manual,First
16,2.39,33280.0,19.0,5.0,86.8,1198.0,Kolkata,Petrol,Manual,First
16,11.25,29000.0,14.0,5.0,120.7,1595.0,Delhi,Petrol,Automatic,First
18,7.11,42831.0,26.0,5.0,98.6,1498.0,Kochi,Diesel,Manual,First
19,10.9,90000.0,12.9,7.0,100.6,2494.0,Ahmedabad,Diesel,Manual,First
20,6.2,24005.0,20.0,5.0,81.8,1197.0,Ahmedabad,Petrol,Manual,First
15,7.9,32792.0,15.0,7.0,140.0,2179.0,Mumbai,Diesel,Manual,First
17,4.42,147898.0,22.0,5.0,89.84,1498.0,Kochi,Diesel,Manual,First
15,13.5,131765.0,13.0,7.0,168.5,2982.0,Mumbai,Diesel,Manual,First
16,6.25,65000.0,21.0,5.0,108.5,1498.0,Chennai,Diesel,Automatic,First
13,2.1,66123.0,20.0,5.0,68.0,1399.0,Jaipur,Diesel,Manual,Second
18,45.0,41000.0,15.0,5.0,258.0,2993.0,Mumbai,Diesel,Automatic,First
20,33.66,23550.0,19.2,5.0,167.62,2143.0,Coimbatore,Diesel,Automatic,First
15,3.65,45000.0,19.0,5.0,86.8,1198.0,Bangalore,Petrol,Manual,Second
16,2.75,60000.0,20.3,5.0,78.9,1197.0,Delhi,Petrol,Manual,First
19,42.5,44414.0,17.0,5.0,170.0,2143.0,Bangalore,Diesel,Automatic,First
22,6.5,1000.0,18.0,5.0,81.86,1197.0,Kolkata,Petrol,Manual,First
15,19.0,62500.0,17.6,5.0,174.33,1968.0,Mumbai,Diesel,Automatic,Second
16,4.45,21000.0,14.0,5.0,103.6,1598.0,Mumbai,Petrol,Automatic,Second
20,23.0,8525.0,16.0,5.0,112.0,1998.0,Jaipur,Diesel,Automatic,Second
17,8.35,29000.0,22.5,5.0,88.73,1396.0,Bangalore,Diesel,Manual,First
17,22.95,40000.0,17.6,5.0,174.33,1968.0,Mumbai,Diesel,Automatic,First
15,1.5,88000.0,25.4,5.0,57.6,936.0,Jaipur,Diesel,Manual,First
15,6.89,53537.0,13.0,5.0,157.75,1798.0,Kochi,Petrol,Automatic,First
9,1.45,216000.0,17.0,5.0,68.0,1399.0,Chennai,Diesel,Manual,Second
17,33.5,51000.0,22.4,5.0,190.0,1995.0,Hyderabad,Diesel,Automatic,First
10,1.25,118500.0,12.0,5.0,102.5,1598.0,Jaipur,Petrol,Manual,First
15,4.2,63000.0,22.0,5.0,73.9,1199.0,Hyderabad,Diesel,Manual,First
18,6.75,25000.0,19.9,8.0,108.5,1461.0,Mumbai,Diesel,Manual,First
17,32.0,37382.0,13.0,5.0,201.1,2143.0,Bangalore,Diesel,Automatic,First
20,7.5,24773.0,21.0,5.0,83.1,1197.0,Kochi,Petrol,Manual,First
15,4.6,62000.0,22.3,5.0,126.32,1582.0,Delhi,Diesel,Manual,First
20,4.04,52340.0,19.8,5.0,68.05,1086.0,Kochi,Petrol,Manual,First
19,10.31,56739.0,15.0,7.0,120.0,1997.0,Kochi,Diesel,Manual,First
21,55.76,36091.0,12.0,5.0,187.7,2179.0,Coimbatore,Diesel,Automatic,First
13,2.6,120000.0,20.0,5.0,68.0,1399.0,Chennai,Diesel,Manual,First
19,8.5,33000.0,25.4,7.0,88.5,1248.0,Mumbai,Diesel,Manual,First
17,3.5,52000.0,25.0,5.0,98.6,1498.0,Kolkata,Diesel,Manual,First
18,3.55,43571.0,20.3,5.0,78.9,1197.0,Jaipur,Petrol,Manual,First
16,3.25,50000.0,25.0,5.0,98.6,1498.0,Kolkata,Diesel,Manual,First
11,4.5,113000.0,17.0,5.0,106.0,1896.0,Hyderabad,Diesel,Manual,First
17,5.35,90000.0,19.8,5.0,83.8,1461.0,Delhi,Diesel,Manual,First
20,6.5,29000.0,17.4,7.0,100.0,1493.0,Chennai,Diesel,Manual,Second
19,9.0,20000.0,24.0,5.0,88.5,1248.0,Mumbai,Diesel,Manual,First
19,6.0,61012.0,18.0,5.0,81.83,1197.0,Kochi,Petrol,Manual,First
12,2.75,87459.0,14.0,5.0,85.0,1390.0,Jaipur,Petrol,Manual,First
13,1.5,70500.0,15.6,5.0,64.1,1193.0,Pune,Petrol,Manual,First
18,19.9,64103.0,15.7,5.0,174.33,1968.0,Delhi,Diesel,Automatic,First
17,10.0,76000.0,14.0,5.0,177.5,1798.0,Mumbai,Petrol,Automatic,First
17,3.0,104000.0,23.5,5.0,67.06,1364.0,Delhi,Diesel,Manual,First
17,11.96,37245.0,14.0,5.0,120.7,1595.0,Kochi,Petrol,Automatic,First
16,3.25,45000.0,27.0,5.0,98.6,1498.0,Kolkata,Diesel,Manual,First
15,4.75,117837.0,22.3,5.0,126.32,1582.0,Jaipur,Diesel,Manual,Second
17,5.95,30000.0,20.4,5.0,83.8,1461.0,Mumbai,Diesel,Manual,First
18,8.15,27057.0,15.2,5.0,121.3,1591.0,Delhi,Petrol,Manual,Second
19,4.22,8500.0,20.5,5.0,67.0,998.0,Mumbai,Petrol,Automatic,First
13,10.5,30500.0,11.7,5.0,186.0,1796.0,Kolkata,Petrol,Automatic,First
15,45.0,56000.0,11.0,5.0,246.7,2967.0,Delhi,Diesel,Automatic,First
15,2.9,44000.0,19.8,5.0,68.05,1086.0,Pune,Petrol,Manual,Second
20,8.9,10500.0,14.0,5.0,103.52,1598.0,Mumbai,Petrol,Automatic,First
20,26.0,26000.0,14.6,5.0,177.46,1798.0,Hyderabad,Petrol,Automatic,First
21,8.22,25166.0,17.1,5.0,81.86,1197.0,Coimbatore,Petrol,Manual,First
17,3.5,64000.0,25.0,5.0,98.6,1498.0,Kolkata,Diesel,Manual,Second
7,1.25,61000.0,18.0,5.0,67.1,998.0,Chennai,Petrol,Manual,Second
16,3.7,107000.0,21.0,5.0,65.0,1461.0,Hyderabad,Diesel,Manual,First
21,39.41,29161.0,19.2,5.0,167.62,2143.0,Coimbatore,Diesel,Automatic,First
16,2.65,32000.0,22.0,5.0,67.04,998.0,Kolkata,Petrol,Manual,First
18,8.92,46173.0,19.0,5.0,108.5,1461.0,Coimbatore,Diesel,Manual,Second
20,35.67,26327.0,16.8,4.0,189.08,1998.0,Kochi,Petrol,Automatic,First
10,0.85,200000.0,17.0,5.0,53.5,1396.0,Jaipur,Diesel,Manual,Second
19,3.32,60813.0,18.0,5.0,76.8,1199.0,Kochi,Petrol,Manual,Second
15,3.6,45000.0,22.0,5.0,73.9,1199.0,Mumbai,Diesel,Manual,First
19,6.8,64000.0,22.0,5.0,74.0,1248.0,Hyderabad,Diesel,Manual,First
15,2.5,41284.0,20.0,5.0,68.05,1399.0,Kolkata,Diesel,Manual,First
22,19.64,14165.0,11.3,7.0,171.5,2755.0,Kochi,Diesel,Automatic,First
14,7.0,67000.0,11.7,7.0,194.3,2199.0,Mumbai,Diesel,Automatic,Second
14,3.87,32572.0,17.0,5.0,117.3,1497.0,Kolkata,Petrol,Manual,First
21,6.27,14960.0,18.0,5.0,81.83,1197.0,Kochi,Petrol,Manual,First
18,18.12,55980.0,19.2,5.0,167.62,2143.0,Kochi,Diesel,Automatic,First
16,2.65,74000.0,25.4,5.0,57.6,936.0,Mumbai,Diesel,Manual,First
18,7.2,56847.0,22.5,5.0,88.73,1396.0,Kochi,Diesel,Manual,First
18,14.3,121374.0,12.9,7.0,100.6,2494.0,Coimbatore,Diesel,Manual,First
16,6.9,52000.0,20.7,7.0,88.76,1248.0,Chennai,Diesel,Manual,First
17,10.75,118000.0,12.0,7.0,102.0,2494.0,Mumbai,Diesel,Manual,First
19,8.09,33915.0,17.0,5.0,117.3,1497.0,Kochi,Petrol,Manual,First
17,18.5,82002.0,17.0,5.0,184.0,1995.0,Ahmedabad,Diesel,Automatic,First
20,4.75,33000.0,24.0,5.0,70.0,1120.0,Mumbai,Diesel,Manual,First
19,8.45,34000.0,28.0,5.0,88.5,1248.0,Chennai,Diesel,Manual,First
15,3.5,55000.0,20.0,5.0,103.6,1598.0,Kolkata,Diesel,Manual,First
9,1.8,160538.0,13.0,5.0,82.0,1493.0,Kochi,Diesel,Manual,First
17,3.7,60000.0,19.9,5.0,103.6,1498.0,Jaipur,Diesel,Manual,Second
20,7.17,49575.0,18.0,5.0,88.7,1199.0,Coimbatore,Petrol,Manual,First
13,1.75,83000.0,19.8,5.0,68.05,1086.0,Jaipur,Petrol,Manual,First
21,21.99,51346.0,16.3,5.0,183.0,1995.0,Kochi,Diesel,Automatic,First
20,18.65,43000.0,13.6,7.0,147.8,2393.0,Pune,Diesel,Manual,First
14,1.85,35000.0,19.0,5.0,35.0,796.0,Jaipur,Petrol,Manual,Third
20,5.95,27872.0,20.0,5.0,81.8,1197.0,Coimbatore,Petrol,Manual,Second
17,3.75,16514.0,18.0,5.0,82.0,1197.0,Mumbai,Petrol,Manual,First
15,3.75,120000.0,22.0,5.0,74.0,1248.0,Pune,Diesel,Manual,First
11,2.6,143275.0,22.0,5.0,126.2,1582.0,Hyderabad,Diesel,Manual,First
13,2.8,52000.0,17.0,5.0,80.0,1197.0,Mumbai,Petrol,Manual,First
20,61.29,29819.0,11.5,5.0,254.79,2987.0,Coimbatore,Diesel,Automatic,First
17,18.0,57000.0,15.0,5.0,170.0,2148.0,Bangalore,Diesel,Manual,Second
17,4.35,88500.0,23.0,5.0,73.94,1248.0,Hyderabad,Diesel,Manual,First
19,13.75,28000.0,19.6,5.0,126.2,1582.0,Bangalore,Diesel,Manual,First
13,2.0,67000.0,19.0,5.0,66.1,998.0,Pune,Petrol,Manual,First
19,10.0,26000.0,19.6,5.0,108.45,1461.0,Delhi,Diesel,Manual,First
13,1.65,120000.0,17.0,5.0,76.0,1248.0,Delhi,Diesel,Manual,First
20,45.77,51982.0,16.5,5.0,258.0,2993.0,Coimbatore,Diesel,Automatic,First
13,3.25,36000.0,20.3,5.0,78.9,1197.0,Bangalore,Petrol,Manual,Second
19,12.8,47000.0,12.0,7.0,102.0,2494.0,Pune,Diesel,Manual,First
5,0.55,60000.0,17.0,5.0,60.0,993.0,Mumbai,Petrol,Manual,Third
21,7.15,31025.0,28.0,5.0,74.0,1248.0,Hyderabad,Diesel,Manual,First
16,7.0,105000.0,12.0,8.0,120.0,2179.0,Pune,Diesel,Manual,Second
20,3.75,121900.0,22.9,5.0,74.0,1248.0,Pune,Diesel,Manual,First
20,8.5,22695.0,18.8,5.0,123.24,999.0,Mumbai,Petrol,Manual,First
15,4.35,73000.0,23.0,5.0,74.0,1248.0,Jaipur,Diesel,Manual,First
19,3.26,32227.0,22.7,5.0,47.3,796.0,Kochi,Petrol,Manual,First
14,4.21,55000.0,17.0,5.0,118.0,1497.0,Jaipur,Petrol,Manual,First
21,70.36,11287.0,12.0,7.0,241.4,2967.0,Kochi,Diesel,Automatic,First
12,2.95,48000.0,17.0,5.0,105.0,1896.0,Mumbai,Diesel,Automatic,Second
15,4.28,54308.0,17.0,5.0,121.3,1591.0,Kochi,Petrol,Manual,First
12,3.57,78442.0,16.0,5.0,118.0,1497.0,Jaipur,Petrol,Automatic,First
16,3.11,46000.0,21.0,5.0,88.8,1396.0,Kolkata,Diesel,Manual,First
17,5.96,45051.0,15.0,5.0,98.6,1396.0,Coimbatore,Petrol,Automatic,First
14,4.7,69000.0,20.5,5.0,103.6,1598.0,Hyderabad,Diesel,Manual,First
17,6.9,49000.0,17.0,5.0,117.3,1497.0,Ahmedabad,Petrol,Manual,First
21,5.25,45000.0,22.9,5.0,74.0,1248.0,Pune,Diesel,Manual,First
18,28.0,64000.0,18.4,5.0,177.0,1995.0,Pune,Diesel,Automatic,First
12,1.35,60000.0,18.0,5.0,67.0,1061.0,Delhi,Petrol,Manual,First
18,4.85,62178.0,18.0,5.0,88.7,1199.0,Delhi,Petrol,Manual,First
15,6.7,58006.0,15.0,5.0,105.0,1896.0,Coimbatore,Diesel,Manual,First
13,3.1,74000.0,20.3,5.0,78.9,1197.0,Hyderabad,Petrol,Manual,First
18,18.64,77771.0,19.2,5.0,170.0,2143.0,Kochi,Diesel,Automatic,First
15,2.8,45275.0,20.3,5.0,78.9,1197.0,Pune,Petrol,Manual,First
19,20.25,48000.0,13.6,7.0,147.8,2393.0,Chennai,Diesel,Manual,First
18,26.78,31652.0,17.6,5.0,174.33,1968.0,Kochi,Diesel,Automatic,First
13,8.26,109000.0,12.9,7.0,100.6,2494.0,Hyderabad,Diesel,Manual,Second
18,3.89,31978.0,16.4,5.0,73.9,1198.0,Mumbai,Petrol,Manual,First
14,2.1,70000.0,20.9,5.0,67.1,998.0,Hyderabad,Petrol,Manual,First
20,12.69,15000.0,18.0,5.0,117.3,1497.0,Mumbai,Petrol,Automatic,First
16,2.58,59138.0,17.0,5.0,70.0,1405.0,Coimbatore,Diesel,Manual,First
17,20.77,61726.0,17.6,5.0,174.33,1968.0,Kochi,Diesel,Automatic,First
18,20.26,48000.0,17.0,5.0,136.0,2143.0,Delhi,Diesel,Automatic,First
17,4.25,77815.0,23.0,5.0,67.04,998.0,Hyderabad,Petrol,Automatic,First
20,57.0,29000.0,17.0,5.0,201.15,2143.0,Hyderabad,Diesel,Automatic,First
20,44.0,44000.0,12.0,5.0,187.7,2179.0,Delhi,Diesel,Automatic,First
14,3.65,108626.0,20.5,5.0,103.6,1598.0,Hyderabad,Diesel,Manual,First
15,2.05,71791.0,14.0,5.0,35.0,796.0,Hyderabad,Petrol,Manual,First
15,3.13,91931.0,18.0,5.0,86.8,1198.0,Kochi,Petrol,Manual,First
3,1.5,158000.0,14.0,7.0,83.1,2956.0,Hyderabad,Diesel,Manual,Second
15,2.85,91183.0,18.0,5.0,75.0,1248.0,Pune,Diesel,Manual,First
15,2.65,65000.0,18.0,5.0,67.1,998.0,Delhi,Petrol,Manual,First
18,10.6,88428.0,16.0,7.0,140.0,2179.0,Hyderabad,Diesel,Manual,First
11,1.25,138000.0,17.0,5.0,70.0,1396.0,Pune,Diesel,Manual,Second
21,8.25,18000.0,16.0,7.0,93.7,1373.0,Mumbai,Petrol,Manual,First
14,4.45,60000.0,11.0,5.0,177.6,2354.0,Mumbai,Petrol,Automatic,First
15,3.7,48000.0,19.0,5.0,73.9,1248.0,Kolkata,Diesel,Manual,First
